id;parent;weight;exercise;type;featured;otherPs;predPs;followPs;similarPs;alternativePs;evaluation;grade;class;topic;examples;url;specs;created;visible;ordering
152;24;1;22;basic;0;;;151;147,150,151,10,17,106,9,13,15,107,32,145,66,146,88,149;;medalBased;2;10;;[[["python64","cGV0cyA9IHsiQWxpY2UiOiAiZG9nIiwgIkJvYiI6ICJjYXQiLCAiQ3lyaWwiOiAicGFycm90In0KcHJpbnQocGV0cy5nZXQoIkJvYiIsICJwaWciKSkK"],["input",{"answer":["cat"],"style":"separate"}]],[["python64","bXlkaWN0ID0gezM6IDUsIDA6IDMsIDE6IDR9CnByaW50KG15ZGljdFsxXSkK"],["input",{"answer":["4"],"style":"separate"}]],[["python64","bW9yc2UgPSB7J0EnOiAnLi0nLCAnQic6ICctLi4uJywgJ0MnOiAnLS4tLicsCiAgICAgICAgICdEJzogJy0uLicsICdFJzogJy4nLCAnRic6ICcuLi0uJ30KcHJpbnQoJy4uLicgaW4gbW9yc2UudmFsdWVzKCkpCg=="],["input",{"answer":["False"],"style":"separate"}]]];vystup-programu-slovniky-2-uroven;;2019-07-18 12:29:47;1;0
153;39;1;52;basic;0;;119;111;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146;;medalBased;1;10;Mix: střední;;regularni-vyrazy-stredni;;2019-07-18 15:15:09;1;6
154;44;1;12;combined;0;149;;;;;other;1;10;;;tymovka-python-prehled-typu-1-uroven;;2019-07-19 02:50:22;1;0
155;17;1;35;basic;0;;;;;;medalBased;1;10;Záludné;;interaktivni-python-zaludne;;2020-06-12 14:51:22;1;10
156;45;1;43;basic;0;;;;;;medalBased;1;10;Funkce;;python-zelvi-grafika-funkce;;2020-06-15 12:54:08;1;3
157;45;1;43;basic;0;;;;;;medalBased;1;10;Správné úhly;;python-zelvi-grafika-spravne-uhly;;2020-06-15 12:54:47;1;4
158;43;1;58;basic;0;;;;;;medalBased;1;5;Ladění obrázků;;malovani-ladeni-obrazku;<xml id="toolbox" style="display: none">     <block type="draw_move">      <value name="VALUE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>            <block type="draw_move">     <field name="DIR">MOVEBACKWARD</field>      <value name="VALUE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_move">     <field name="DIR">MOVELEFT</field>      <value name="VALUE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_move">     <field name="DIR">MOVERIGHT</field>      <value name="VALUE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="fill_colour">      <value name="COLOUR"><block type="colour_picker"><field name="COLOUR">#3897d8</field></block></value>    </block>        <block type="draw_circle">      <value name="RADIUS">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_square">      <value name="SIZE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_diamant">      <value name="SIZE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_rectangle">      <value name="WIDTH">        <block type="math_number">          <title name="NUM">100</title>        </block>      </value>      <value name="HEIGHT">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_image">      <value name="WIDTH">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block></xml>;2020-06-16 12:34:34;1;3
159;43;1;58;basic;0;;;;;;medalBased;1;8;Skládání tvarů II;;malovani-skladani-tvaru-2;<xml id="toolbox" style="display: none">     <block type="draw_move">      <value name="VALUE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>            <block type="fill_colour">      <value name="COLOUR"><block type="colour_picker"><field name="COLOUR">#3897d8</field></block></value>    </block>        <block type="set_composition"></block>    <block type="draw_circle">      <value name="RADIUS">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_square">      <value name="SIZE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_diamant">      <value name="SIZE">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="draw_rectangle">      <value name="WIDTH">        <block type="math_number">          <title name="NUM">100</title>        </block>      </value>      <value name="HEIGHT">        <block type="math_number">          <title name="NUM">50</title>        </block>      </value>    </block>    <block type="controls_repeat_ext">      <value name="TIMES">        <block type="math_number">          <field name="NUM">4</field>        </block>      </value>    </block> </xml>;2020-06-17 09:58:07;1;8
160;2;1;26;basic;0;;1;;1,66,88,2,3,87,17,14,161,86,146,72,73,74,78,79,80,151,52,7,18,11,12,33,105,155,19,20,21,23,29,30,67,112,10,106,147,50;;medalBased;2;10;;[[["text","Co vypíše program?"],["python64","YSA9IDcKYiA9IDMKcHJpbnQoYSAlIGIpCg=="]],[["html","Můžeme proměnnou pojmenovat <code>2nd_attempt</code>?"]],[["text","Co vypíše program?"],["python64","YSA9IDUKYiA9IDMKcHJpbnQoYStiKQo="]]];rozhodovacka-promenne-a-ciselne-vyrazy-2;;2020-10-01 15:28:22;1;0
161;18;1;26;basic;0;;14;;14,66,88,2,3,1,160,87,17,86,146,72,73,74,78,79,80,151,52,7,18,11,12,33,105,155,19,20,21,23,29,30,67,112,10,106,147,50;;medalBased;2;10;;[[["text","Co vypíše program?"],["python64","YSA9IFRydWUKYiA9IGEgYW5kIEZhbHNlCmMgPSBhIG9yIEZhbHNlCnByaW50KGIsIGMpCg=="]],[["text","Jak lze zjednodušit následující výraz?"],["python64","KHggPiB5KSA9PSAoeCA8IHkp"]],[["html","Pokud je <code>a</code> pravdivostní proměnná, je výraz <code>a != True</code> ekvivalentní výrazu <code>not a</code> ?"]]];rozhodovacka-logicke-vyrazy-2;;2020-10-07 22:08:03;1;0
